id;Nome;Idade;DataDeNascimento;Empresa;Departamento;Salário;;;
28119;Britanni X. Ball;47;28/5/1977;Lycos;Human Resources;4268,1;;;
22637;Germaine J. Roman;53;23/4/1971;Finale;Public Relations;2511,24;;;
29420;Phoebe X. Gross;25;23/6/1999;Finale;Accounting;5331,95;;;
50242;Inez J. Gregory;20;6/4/2004;Lavasoft;Sales and Marketing;3410,68;;;
82664;Shana A. Waller;26;18/2/1998;Borland;Human Resources;2062,82;;;
73390;August G. Chen;23;23/10/2001;Adobe;Quality Assurance;4064,01;;;
89586;Eagan L. Williamson;34;2/7/1990;Apple Systems;Advertising;2313,5;;;
35040;Chanda M. Ryan;50;19/13/1974;Borland;Media Relations;7342,06;;;
61331;Eve Z. Hartman;37;22/12/1987;Altavista;Customer Service;9998,24;;;
76249;Gil G. Rowe;64;8/10/1960;Lycos;Customer Relations;9207,49;;;
54277;Melinda H. Silva;60;13/7/1964;Adobe;Advertising;8426,38;;;
16662;Jade Y. Quinn;37;27/7/1987;Cakewalk;Finances;6687,81;;;
33727;Susan F. Mayer;25;20/5/1999;Apple Systems;Sales and Marketing;3431,94;;;
66876;Athena Y. Pollard;64;19/1/1960;Google;Media Relations;4205,67;;;
10078;Karina X. Lucas;56;26/6/1968;Lycos;Research and Development;4504,73;;;
5013;Abraham A. Vega;28;15/8/1996;Yahoo;Tech Support;5206,34;;;
53002;Deborah C. Osborn;55;19/6/1969;Cakewalk;Sales and Marketing;2495,12;;;
5590;Clark H. Nixon;45;15/5/1979;Chami;Legal Department;5870,89;;;
14342;Judah F. Meyer;37;23/12/1987;Lycos;Customer Relations;1965,31;;;
79279;Hilda M. Britt;67;28/3/1957;Altavista;Payroll;3586,56;;;
82305;Maggie U. Sweet;65;8/7/1959;Borland;Customer Relations;1274,26;;;
98852;Isaac J. Dunn;60;2/13/1964;Finale;Advertising;4140,58;;;
44753;Christopher R. Ingram;30;5/6/1994;Adobe;Quality Assurance;5836,14;;;
6507;Elton C. Barrera;63;26/7/1961;Lycos;Research and Development;9054,8;;;
68640;Aileen A. Ochoa;26;2/4/1998;Cakewalk;Tech Support;2462,7;;;
93394;Guy U. Howell;33;5/6/1991;Finale;Asset Management;1733,46;;;
77021;Juliet E. Dodson;60;24/11/1964;Lycos;Public Relations;4445,13;;;
79615;Blossom E. Daugherty;20;11/13/2004;Apple Systems;Media Relations;6837,63;;;
98218;Hedda X. Arnold;21;8/11/2003;Macromedia;Customer Service;9064,92;;;
87022;Cleo P. Robbins;70;20/10/1954;Apple Systems;Customer Service;7587,79;;;
53998;Tashya M. Frazier;57;6/13/1967;Lycos;Legal Department;8457,82;;;
6951;Quin H. Figueroa;65;22/9/1959;Chami;Accounting;7678,38;;;
21158;Dominique E. Reeves;52;11/7/1972;Apple Systems;Legal Department;1551,61;;;
8934;Shaeleigh J. Michael;40;16/9/1984;Microsoft;Advertising;7414,47;;;
43609;Blair U. Benson;33;7/11/1991;Apple Systems;Sales and Marketing;8949,81;;;
35748;Christine L. Wells;66;25/2/1958;Microsoft;Public Relations;6502,47;;;
64185;Magee B. Wilkinson;65;12/10/1959;Finale;Public Relations;5307,23;;;
84911;Pandora K. Cherry;62;25/8/1962;Microsoft;Sales and Marketing;7169,57;;;
83189;Magee N. Stokes;67;28/7/1957;Lavasoft;Research and Development;8657,79;;;
39368;Celeste X. Mckee;47;14/2/1977;Sibelius;Public Relations;7643,43;;;
53261;Rinah K. Duran;30;3/7/1994;Altavista;Customer Service;6626,86;;;
14105;Macey Y. Branch;37;19/7/1987;Chami;Research and Development;1260,44;;;
69807;Ashton S. Walton;56;15/5/1968;Cakewalk;Sales and Marketing;2082,94;;;
41945;Ferris A. Kelly;59;6/13/1965;Macromedia;Customer Relations;4934,1;;;
12572;Scott P. Tucker;34;25/13/1990;Borland;Payroll;4310,84;;;
62837;Flavia M. Cortez;20;10/6/2004;Microsoft;Sales and Marketing;2811,86;;;
37988;Cooper O. Rosales;69;12/8/1955;Cakewalk;Asset Management;8418,21;;;
76725;Colt L. Stephenson;64;24/8/1960;Microsoft;Legal Department;1375,75;;;
66373;Deanna G. Paul;27;14/4/1997;Lycos;Legal Department;9273,62;;;
62744;Logan K. Jefferson;18;15/8/2006;Sibelius;Sales and Marketing;2165,22;;;
61282;Jasmine N. Glenn;54;24/13/1970;Lavasoft;Tech Support;2879,52;;;
65438;Jana M. Harper;32;15/3/1992;Adobe;Legal Department;3504,65;;;
49783;Emerson S. Le;50;20/10/1974;Google;Human Resources;5941,61;;;
78744;Selma L. Dixon;23;3/3/2001;Google;Tech Support;7900,62;;;
73285;Hu O. Valentine;58;23/10/1966;Macromedia;Media Relations;9311,78;;;
88501;Conan J. Horne;62;7/13/1962;Adobe;Customer Service;8188,6;;;
96407;Charde Q. Preston;24;12/8/2000;Microsoft;Customer Relations;4101,95;;;
59862;Ahmed U. Higgins;25;22/2/1999;Lavasoft;Customer Service;7696,97;;;
30246;Alvin U. Buckley;20;28/5/2004;Google;Payroll;7321,52;;;
45786;Randall D. Burton;47;24/4/1977;Chami;Public Relations;8921,75;;;
34065;Rama J. Best;51;8/4/1973;Yahoo;Research and Development;9827,52;;;
22091;Dara H. Lee;44;1/7/1980;Google;Sales and Marketing;5259,55;;;
8561;Blythe C. Obrien;41;8/10/1983;Macromedia;Public Relations;5363,55;;;
10555;Aquila K. Morris;52;27/13/1972;Cakewalk;Human Resources;2373,65;;;
52296;Chanda B. Peters;48;27/3/1976;Sibelius;Research and Development;1923,63;;;
3361;Linus B. Fuller;37;20/9/1987;Finale;Research and Development;8188,44;;;
62954;Luke L. Blevins;38;14/5/1986;Chami;Quality Assurance;3652,15;;;
73226;Zelda P. Kirby;60;1/4/1964;Finale;Finances;9605,08;;;
60978;Grace N. Bullock;54;22/8/1970;Yahoo;Payroll;1096,36;;;
87832;Logan H. Rios;26;15/12/1998;Borland;Quality Assurance;5015,72;;;
79815;Dante A. Moore;45;28/1/1979;Chami;Tech Support;5993,58;;;
19818;Eliana I. Willis;69;28/8/1955;Adobe;Accounting;9840,57;;;
46915;James D. Bradford;29;26/13/1995;Lavasoft;Asset Management;1237,58;;;
69657;Basia H. Cherry;42;1/11/1982;Microsoft;Legal Department;4733,97;;;
39090;Dexter X. Houston;62;7/11/1962;Adobe;Sales and Marketing;3409,47;;;
61480;Caldwell E. Vinson;53;21/7/1971;Lavasoft;Finances;5917,96;;;
11600;Jin Q. Wilkerson;47;3/3/1977;Apple Systems;Sales and Marketing;2339,8;;;
46663;Dorian X. Matthews;23;25/9/2001;Macromedia;Asset Management;4941,71;;;
51276;Brett I. Reid;24;10/10/2000;Google;Tech Support;1691,26;;;
61240;Adam F. Ayers;51;28/11/1973;Chami;Accounting;6797,59;;;
50030;Mia B. Ellison;53;19/12/1971;Borland;Quality Assurance;1693,93;;;
23728;Teagan N. Mayo;53;18/6/1971;Sibelius;Finances;5406,85;;;
56290;Ciara V. Short;58;12/9/1966;Cakewalk;Legal Department;9052,82;;;
16580;Tyrone A. Kidd;50;4/11/1974;Macromedia;Research and Development;8960,99;;;
75998;Kaye X. Wilder;29;26/7/1995;Altavista;Tech Support;4907,88;;;
2086;Gisela H. Greer;28;17/11/1996;Altavista;Human Resources;8828,21;;;
40606;Summer X. Velez;37;7/3/1987;Google;Asset Management;6345,76;;;
55647;Tatum V. Holcomb;67;23/3/1957;Borland;Tech Support;7746,53;;;
27337;Madaline L. Rodgers;63;14/11/1961;Finale;Advertising;3788,73;;;
78131;Astra U. Solomon;29;15/6/1995;Microsoft;Media Relations;5369,31;;;
74342;Colette H. Dunn;52;2/5/1972;Microsoft;Public Relations;8078,74;;;
88403;Keegan V. Freeman;25;21/11/1999;Lavasoft;Human Resources;9842,01;;;
14214;Kelly L. Stout;48;17/12/1976;Lavasoft;Payroll;4125,21;;;
4791;Omar E. Chen;69;13/6/1955;Yahoo;Sales and Marketing;4945,73;;;
75282;Tiger I. Bell;32;7/2/1992;Google;Quality Assurance;6095,32;;;
59797;Evan B. Singleton;34;13/6/1990;Lycos;Tech Support;3751,52;;;
71269;Xena S. Weber;25;11/3/1999;Google;Legal Department;6434;;;
11727;Dane A. Sheppard;61;4/5/1963;Macromedia;Customer Service;4914,35;;;
36379;Julian Y. Hoover;52;28/10/1972;Sibelius;Human Resources;8620,33;;;
34545;Eaton B. Delgado;55;22/3/1969;Google;Media Relations;9335,18;;;
11;Hedda X. Roman;43;4/13/1981;Lycos;Public Relations;5958,71;;;
21269;Jakeem U. Mcguire;48;16/10/1976;Lycos;Human Resources;8542,33;;;
43919;Eden C. Sims;21;15/1/2003;Google;Accounting;7181,59;;;
95509;Casey R. Park;44;8/7/1980;Adobe;Sales and Marketing;4444,69;;;
41171;Darius J. Vega;22;17/4/2002;Apple Systems;Payroll;8463,52;;;
25281;Hammett J. Banks;44;28/5/1980;Chami;Customer Service;1910,4;;;
95957;Kenneth K. Mathis;69;4/4/1955;Apple Systems;Payroll;2749,85;;;
89243;Igor N. Black;21;15/13/2003;Adobe;Public Relations;4412,28;;;
39556;Isabelle K. Dunn;41;12/1/1983;Apple Systems;Customer Service;3353,02;;;
33019;Oren J. Edwards;18;5/11/2006;Adobe;Customer Relations;8607,77;;;
16743;Hunter R. Macias;28;29/8/1996;Finale;Customer Service;7509,21;;;
22968;Libby O. Walton;53;10/10/1971;Yahoo;Payroll;1600,2;;;
54228;Brett P. Tanner;36;8/13/1988;Borland;Quality Assurance;2311,66;;;
61435;Lucius K. Guthrie;68;4/7/1956;Macromedia;Legal Department;4692,11;;;
61550;Nicole R. Montoya;53;16/12/1971;Microsoft;Finances;3563,12;;;
52871;Tarik R. Duffy;37;13/10/1987;Google;Payroll;3536,25;;;
79400;Piper Y. Malone;58;25/5/1966;Borland;Asset Management;8546,56;;;
10395;Ivan G. Roman;27;13/12/1997;Adobe;Human Resources;9040,48;;;
2803;Yael C. Delgado;70;5/9/1954;Macromedia;Customer Relations;6023,27;;;
48450;Kirk A. Cox;59;17/3/1965;Adobe;Finances;5225,22;;;
81903;Jillian Z. Hendricks;67;18/6/1957;Finale;Advertising;2221,78;;;
61458;Yuli N. York;21;26/1/2003;Sibelius;Accounting;3839,84;;;
73938;Elizabeth V. Bird;36;18/5/1988;Yahoo;Media Relations;5092,65;;;
63442;Linus C. Solis;29;18/4/1995;Adobe;Asset Management;4936,53;;;
45026;Xanthus Y. Bridges;47;18/8/1977;Cakewalk;Quality Assurance;8555,53;;;
41518;Chastity Z. Richards;26;10/3/1998;Macromedia;Research and Development;3126,56;;;
46267;Jessamine K. Blackburn;28;18/2/1996;Lavasoft;Quality Assurance;6796,22;;;
93786;Amanda U. Shepherd;41;11/1/1983;Lavasoft;Research and Development;7495,23;;;
48963;Lois O. Bailey;51;9/6/1973;Macromedia;Finances;3115,65;;;
7453;Hedley F. Flores;60;10/8/1964;Google;Media Relations;3956,3;;;
3034;Alexander L. Fowler;57;23/11/1967;Chami;Quality Assurance;6990,62;;;
96842;Jonah A. Hardin;70;9/10/1954;Altavista;Media Relations;8401,23;;;
36217;Dana Z. Webster;44;10/11/1980;Macromedia;Research and Development;8519,53;;;
76919;Mannix T. Buckley;22;19/7/2002;Sibelius;Payroll;4281,14;;;
65303;Lael F. Hebert;33;20/3/1991;Finale;Media Relations;3664,76;;;
30351;Riley E. Mejia;24;28/1/2000;Chami;Media Relations;1784;;;
57024;Cadman E. Simmons;33;28/9/1991;Borland;Accounting;7918,83;;;
62355;Damian M. Oconnor;43;23/11/1981;Yahoo;Quality Assurance;9888,06;;;
54918;Octavia K. Carey;32;1/3/1992;Chami;Advertising;7947,14;;;
19058;Kevin A. Simon;25;17/12/1999;Lycos;Sales and Marketing;8697,87;;;
33391;Haviva H. Grant;48;25/2/1976;Cakewalk;Customer Service;5021,1;;;
3236;Tanek B. Garner;28;24/6/1996;Sibelius;Legal Department;6373,64;;;
33601;Regan W. Guerrero;53;11/7/1971;Microsoft;Human Resources;2191,02;;;
67921;Shaine W. Tran;47;5/11/1977;Google;Finances;5510,15;;;
90870;Kim C. Garrison;67;8/11/1957;Yahoo;Payroll;8861,63;;;
5530;Ina W. Reeves;61;19/10/1963;Google;Payroll;1367,95;;;
34844;Fuller T. Lee;31;2/8/1993;Borland;Customer Service;3922,86;;;
41512;Eric T. Figueroa;45;23/7/1979;Apple Systems;Tech Support;7647,12;;;
86028;Claire Z. Dunlap;58;16/11/1966;Chami;Payroll;5804,54;;;
98213;Leila B. Walton;34;17/5/1990;Microsoft;Sales and Marketing;2889,78;;;
70967;Savannah J. Oneill;57;6/2/1967;Lycos;Tech Support;1457,47;;;
98583;Cole J. Vincent;21;10/3/2003;Lycos;Asset Management;6755,95;;;
30193;Baxter J. Holcomb;63;3/13/1961;Lycos;Customer Service;4705,09;;;
86644;Olivia G. Head;36;10/6/1988;Apple Systems;Tech Support;1958,13;;;
51831;Erich D. Mclean;43;19/10/1981;Google;Finances;4900,4;;;
79662;Libby M. Larson;33;8/2/1991;Yahoo;Legal Department;5701,05;;;
72980;Jakeem I. Graham;41;5/6/1983;Microsoft;Finances;2220,03;;;
73321;Yardley F. Hudson;18;14/7/2006;Chami;Sales and Marketing;1948,36;;;
92371;Reece M. Guthrie;22;27/9/2002;Sibelius;Human Resources;3132,5;;;
11466;Rogan Y. Compton;51;19/13/1973;Microsoft;Advertising;7053;;;
85982;Melvin S. Santiago;38;4/10/1986;Finale;Media Relations;8936,02;;;
19569;Sydney F. Ferrell;42;19/9/1982;Lavasoft;Finances;6219,35;;;
72546;Burton Q. King;29;29/2/1995;Altavista;Asset Management;9307,53;;;
21724;Amanda S. Richmond;42;28/8/1982;Finale;Accounting;2014,61;;;
89936;Gannon Q. Fuller;70;25/9/1954;Adobe;Advertising;1206,93;;;
75562;Cheyenne M. Lucas;61;29/10/1963;Sibelius;Public Relations;4498,29;;;
95912;Tanisha C. Nicholson;46;16/2/1978;Lycos;Media Relations;6771,62;;;
86319;Yeo D. Hendricks;26;8/2/1998;Apple Systems;Quality Assurance;4161,48;;;
75543;Shaine P. Hurst;35;18/6/1989;Borland;Quality Assurance;2459,64;;;
39740;Ann S. Lynch;47;6/11/1977;Google;Advertising;2613,41;;;
87801;Irma E. Key;23;16/2/2001;Lycos;Asset Management;4952,14;;;
81251;Silas X. Lowery;49;18/12/1975;Chami;Customer Service;1658,03;;;
99215;Neil Z. Walton;51;9/9/1973;Altavista;Advertising;1807,04;;;
47340;Raya E. Walton;64;24/9/1960;Sibelius;Media Relations;2678,68;;;
62913;Tanner Y. Kline;41;9/3/1983;Yahoo;Legal Department;5290,88;;;
50883;Briar A. Barber;24;10/9/2000;Macromedia;Customer Relations;4242,97;;;
92083;Cecilia C. Francis;32;25/4/1992;Sibelius;Advertising;9997,18;;;
37469;Cedric G. Ryan;44;10/13/1980;Microsoft;Advertising;3773,41;;;
38684;Hermione A. Rivas;32;20/7/1992;Finale;Media Relations;3302,77;;;
57463;Vance N. Craft;33;14/6/1991;Cakewalk;Research and Development;4803,98;;;
3483;Noelani S. Griffith;54;6/12/1970;Sibelius;Payroll;7904,44;;;
10092;Hannah Y. Randall;67;24/11/1957;Macromedia;Quality Assurance;9059,24;;;
45128;Brielle H. Sharp;42;15/12/1982;Yahoo;Human Resources;9055,04;;;
34816;Galena R. Sosa;30;21/5/1994;Lycos;Accounting;3211,02;;;
11137;Hammett X. Olson;18;25/2/2006;Borland;Accounting;7428,14;;;
58124;Daria Q. Spencer;49;19/7/1975;Yahoo;Public Relations;7225,73;;;
3726;Ralph J. Daniel;48;26/8/1976;Macromedia;Public Relations;3413,17;;;
52793;Hollee N. Rivera;67;26/6/1957;Microsoft;Customer Relations;1372,26;;;
10020;Ramona R. Lott;35;8/9/1989;Finale;Payroll;9435,18;;;
32344;Dante N. Butler;50;27/13/1974;Finale;Sales and Marketing;9631,55;;;
34019;Bryar D. Glover;67;12/6/1957;Altavista;Tech Support;3459,81;;;
55030;Caesar G. Vargas;27;28/12/1997;Finale;Asset Management;9617,22;;;
84021;Taylor L. Hendrix;20;6/10/2004;Macromedia;Tech Support;9063,27;;;
95909;Andrew I. Farrell;54;16/8/1970;Finale;Public Relations;5187,6;;;
79485;Medge T. Woodward;34;21/4/1990;Altavista;Advertising;6384,34;;;
95672;Shannon M. Travis;42;26/3/1982;Finale;Accounting;8515,41;;;
50695;Dominique S. Noel;40;5/7/1984;Lycos;Asset Management;8866,37;;;
41744;Connor Q. Cross;52;16/3/1972;Lavasoft;Sales and Marketing;8878,18;;;
60786;Talon O. Weiss;62;17/10/1962;Apple Systems;Human Resources;5263,9;;;
19862;Hillary S. Walton;25;22/7/1999;Apple Systems;Customer Service;4795,45;;;
62313;Madeson W. Leach;62;5/4/1962;Google;Advertising;6700,58;;;
83241;Kelly T. Mclaughlin;54;6/5/1970;Google;Public Relations;1788,35;;;
66999;Yetta Z. Travis;34;8/5/1990;Apple Systems;Payroll;3017,27;;;
73373;Tashya K. Swanson;52;20/4/1972;Microsoft;Asset Management;4578,35;;;
75593;Jack K. Espinoza;52;5/3/1972;Yahoo;Quality Assurance;6701,89;;;
77367;Martha P. Mccarty;31;23/4/1993;Sibelius;Accounting;5830,38;;;
73552;Indira J. Spence;63;26/7/1961;Sibelius;Customer Relations;6110,04;;;
99653;Meredith D. Leach;51;22/8/1973;Yahoo;Human Resources;7070,57;;;
48872;Pamela N. Lindsey;64;5/8/1960;Altavista;Sales and Marketing;6106,22;;;
68787;Seth A. Nichols;61;7/7/1963;Adobe;Accounting;9923,59;;;
65539;Felix K. Alexander;28;16/10/1996;Macromedia;Legal Department;5196,46;;;
38574;Abra R. Aguirre;61;6/4/1963;Google;Accounting;1924,44;;;
6711;Patience K. Garner;36;20/10/1988;Finale;Tech Support;9633,39;;;
8329;Bo H. Knox;23;6/9/2001;Lycos;Research and Development;1543,66;;;
41034;Moana U. Thomas;45;3/7/1979;Apple Systems;Human Resources;7149,48;;;
90717;Xyla I. Anthony;62;18/3/1962;Microsoft;Tech Support;9250,14;;;
26454;Hasad Y. Fulton;57;3/12/1967;Lycos;Finances;9614,84;;;
50522;Demetrius T. Fuller;36;30/4/1988;Macromedia;Research and Development;3666,87;;;
76340;Ulysses Z. Cotton;18;14/11/2006;Altavista;Payroll;9170,46;;;
23420;Orla V. Spence;66;24/2/1958;Cakewalk;Media Relations;1761,67;;;
96070;Lavinia Z. Workman;63;23/2/1961;Adobe;Customer Service;9795,72;;;
36856;Beatrice P. Boyd;34;3/8/1990;Macromedia;Payroll;6995,43;;;
19384;Tucker M. Velez;20;1/6/2004;Sibelius;Tech Support;9595,3;;;
26379;Sharon G. Shaw;64;24/11/1960;Sibelius;Payroll;8930,45;;;
24553;Maya A. Duran;61;26/5/1963;Yahoo;Asset Management;8965,13;;;
67442;Mannix M. Arnold;46;13/3/1978;Apple Systems;Research and Development;5332,04;;;
66840;Aurora R. Hubbard;55;13/7/1969;Chami;Customer Relations;7195,95;;;
9453;Imogene I. Odom;35;21/10/1989;Cakewalk;Finances;9430,36;;;
47463;Geoffrey S. Hunter;42;28/7/1982;Yahoo;Human Resources;7992,87;;;
7664;Blossom F. Pratt;54;29/9/1970;Finale;Research and Development;6765,28;;;
77248;Brady I. Baird;23;2/2/2001;Chami;Customer Service;4798,81;;;
29237;Eaton X. Tillman;59;8/13/1965;Cakewalk;Quality Assurance;4246;;;
42144;Lillith D. Reed;33;10/13/1991;Adobe;Asset Management;3979,27;;;
7557;Jamal H. Mcdowell;38;7/7/1986;Macromedia;Payroll;7688,91;;;
11138;Thane O. Monroe;32;6/7/1992;Google;Research and Development;5921,27;;;
6550;Camille A. Rose;19;27/3/2005;Cakewalk;Advertising;8947,14;;;
28950;Harriet B. Walters;61;24/6/1963;Cakewalk;Quality Assurance;7684,19;;;
35180;Hollee T. Robles;29;2/12/1995;Altavista;Quality Assurance;8507,31;;;
8783;Wallace W. Kirk;51;24/8/1973;Microsoft;Legal Department;6267,74;;;
84414;Alexandra W. Erickson;67;10/9/1957;Borland;Payroll;9090,96;;;
34689;Martin I. Lancaster;35;1/6/1989;Macromedia;Quality Assurance;5258,62;;;
68726;Chadwick Y. Mcmillan;58;21/9/1966;Borland;Asset Management;5886,16;;;
71892;Colin K. Maddox;61;6/5/1963;Google;Quality Assurance;9246,35;;;
76075;Josephine C. Albert;24;17/9/2000;Chami;Payroll;6442;;;
5322;Cooper X. Glover;20;13/3/2004;Lycos;Advertising;8046,38;;;
2753;Rachel S. Nolan;50;16/6/1974;Macromedia;Advertising;8906,02;;;
51885;Naomi Y. Mcpherson;63;23/11/1961;Microsoft;Quality Assurance;2220,52;;;
33619;Adara R. Randolph;41;19/13/1983;Finale;Customer Relations;6931,74;;;
6114;Quinn R. Guthrie;66;23/12/1958;Finale;Quality Assurance;2759,9;;;
13304;Roary G. Booth;62;24/5/1962;Cakewalk;Research and Development;2778,05;;;
59308;Ramona D. Maynard;33;19/1/1991;Macromedia;Customer Service;9323,44;;;
12440;Preston J. Pennington;39;19/8/1985;Borland;Customer Relations;7199,77;;;
49576;Roanna X. Hurley;49;20/3/1975;Finale;Customer Relations;3513,89;;;
78983;Ayanna K. Rhodes;52;18/7/1972;Google;Tech Support;2780,77;;;
94739;Madaline I. English;36;13/11/1988;Yahoo;Media Relations;2493,79;;;
98364;Zia Y. Arnold;27;8/9/1997;Altavista;Sales and Marketing;4779;;;
12550;Ayanna Q. Bryan;40;25/12/1984;Lavasoft;Customer Service;3960,77;;;
78458;Nevada V. Martin;55;19/3/1969;Lavasoft;Tech Support;6423,21;;;
3019;Rinah S. Bass;20;7/9/2004;Yahoo;Sales and Marketing;3626,08;;;
34759;Maia A. Adams;49;12/8/1975;Yahoo;Asset Management;7978,1;;;
22964;Rama O. Weber;45;13/9/1979;Google;Accounting;8685,93;;;
4413;Gemma O. Spencer;64;19/2/1960;Borland;Quality Assurance;7722,77;;;
21226;Jarrod E. Marquez;28;12/2/1996;Adobe;Asset Management;8263,13;;;
87658;Ezra B. Reilly;35;25/6/1989;Lavasoft;Customer Service;6643,77;;;
68441;Haley X. Marks;24;25/10/2000;Yahoo;Customer Service;2777,58;;;
29126;Ifeoma E. Garcia;38;2/9/1986;Chami;Payroll;4927,36;;;
32218;Brianna F. Hood;42;23/6/1982;Adobe;Human Resources;7025,94;;;
57854;Kameko W. Franks;44;19/7/1980;Adobe;Public Relations;2546,41;;;
41834;Naomi L. Sullivan;48;4/4/1976;Yahoo;Accounting;6727,11;;;
65225;Nehru D. Deleon;55;11/10/1969;Macromedia;Advertising;6179,22;;;
5333;Azalia U. Patton;50;15/8/1974;Chami;Human Resources;1971,39;;;
29644;Belle G. Ramirez;67;13/5/1957;Sibelius;Advertising;5889,05;;;
52806;Maxine V. Castro;61;10/12/1963;Sibelius;Payroll;4234,38;;;
69369;Holmes T. Beasley;60;29/3/1964;Chami;Tech Support;9235,21;;;
99606;Hyacinth S. Hardin;31;28/5/1993;Cakewalk;Quality Assurance;3605,74;;;
40080;Dominic L. Bush;57;9/11/1967;Lycos;Research and Development;2044,57;;;
75392;Shelley L. Frost;65;24/2/1959;Microsoft;Human Resources;8787,19;;;
78538;Yetta J. Bond;30;28/8/1994;Macromedia;Accounting;6836,03;;;
11060;Jana X. Shaw;49;8/1/1975;Adobe;Quality Assurance;9759,45;;;
16263;Ezekiel N. Mack;26;1/11/1998;Macromedia;Research and Development;3819,72;;;
34854;Dylan E. Steele;57;4/9/1967;Macromedia;Advertising;1919,01;;;
66935;Walker W. Mcknight;26;7/11/1998;Macromedia;Media Relations;4121,87;;;
81377;Amber U. Petersen;44;20/10/1980;Borland;Tech Support;1173,53;;;
22266;Aidan Q. Schwartz;67;6/9/1957;Google;Sales and Marketing;6057,45;;;
1812;Rebekah G. Howard;43;11/12/1981;Yahoo;Sales and Marketing;7633,51;;;
13565;Xena H. Cotton;27;19/10/1997;Altavista;Legal Department;8398,47;;;
25754;Jane X. Gentry;51;15/11/1973;Microsoft;Legal Department;3444,26;;;
54121;Tiger D. Mitchell;27;1/6/1997;Microsoft;Legal Department;3257,07;;;
35148;Lucy R. Burt;62;5/8/1962;Cakewalk;Research and Development;8710,02;;;
7569;Rigel Y. Mccullough;63;12/3/1961;Altavista;Advertising;8140,65;;;
49709;Jarrod A. Riddle;37;24/5/1987;Microsoft;Media Relations;9262,49;;;
691;Kyra L. King;46;10/8/1978;Lycos;Sales and Marketing;2453,35;;;
14301;Nash V. Lyons;41;16/2/1983;Google;Public Relations;7617,52;;;
20117;Harlan Z. Stone;50;9/4/1974;Altavista;Advertising;9240,87;;;
2308;Herrod Y. Douglas;21;26/9/2003;Google;Customer Service;5157,2;;;
14760;Imogene K. Talley;23;23/4/2001;Macromedia;Media Relations;5591,93;;;
52725;Curran C. Drake;50;4/12/1974;Borland;Advertising;3710,18;;;
51315;Damon W. Dorsey;37;3/5/1987;Sibelius;Finances;7697,35;;;
75137;Oliver D. Hoffman;67;25/8/1957;Macromedia;Asset Management;3042,05;;;
32500;Arsenio L. Mann;65;24/7/1959;Macromedia;Accounting;6849,03;;;
21370;Dustin X. Parks;62;26/7/1962;Adobe;Customer Relations;9960,7;;;
89361;Iris D. Decker;40;23/1/1984;Borland;Asset Management;4856,41;;;
41227;Quon G. Chambers;69;1/10/1955;Lycos;Asset Management;3805,59;;;
70528;Chava Y. Lott;67;16/3/1957;Yahoo;Tech Support;6460,57;;;
3204;Wallace U. Watson;65;17/7/1959;Yahoo;Media Relations;7895,24;;;
34420;Malachi E. Washington;18;6/7/2006;Adobe;Payroll;7467,9;;;
57043;Nicholas V. Moran;33;2/6/1991;Yahoo;Research and Development;2522,02;;;
79206;Jayme M. Simpson;42;27/10/1982;Cakewalk;Tech Support;5003,58;;;
12240;Maite E. Dominguez;36;20/7/1988;Sibelius;Tech Support;9251,76;;;
81521;Beau C. Forbes;25;28/2/1999;Adobe;Finances;7434,02;;;
67171;Cameran C. Schultz;50;21/3/1974;Google;Human Resources;2080,12;;;
73403;Branden W. Gould;62;13/1/1962;Chami;Legal Department;4487,93;;;
20792;Madeson A. Joyce;56;25/12/1968;Cakewalk;Asset Management;8373,73;;;
98435;Cara I. Murphy;40;17/3/1984;Chami;Tech Support;3210,02;;;
73385;Kelsie A. Mcclure;19;21/10/2005;Chami;Quality Assurance;8140,92;;;
26692;Pamela B. Neal;48;10/6/1976;Lavasoft;Payroll;1976,58;;;
26904;Kiona U. Clements;35;4/7/1989;Lycos;Accounting;8364,64;;;
6582;Cathleen H. Hampton;60;1/4/1964;Lavasoft;Media Relations;9672,1;;;
66549;Skyler C. Shaffer;30;23/6/1994;Borland;Customer Service;8680,98;;;
85120;Lance X. Graham;39;9/2/1985;Finale;Media Relations;9936,74;;;
65512;Cody V. Barlow;61;24/1/1963;Microsoft;Advertising;4747,37;;;
93919;Mara T. Mckenzie;33;3/11/1991;Google;Research and Development;3961,85;;;
28891;Jeremy X. Welch;19;24/3/2005;Cakewalk;Research and Development;6816,9;;;
30023;Beatrice U. Larson;51;27/2/1973;Apple Systems;Media Relations;6267,59;;;
69343;Keaton O. Lang;49;23/10/1975;Finale;Public Relations;9638,38;;;
9575;Chantale A. Roberson;43;21/8/1981;Finale;Quality Assurance;3161,74;;;
41198;Hedda P. Cannon;34;9/3/1990;Apple Systems;Sales and Marketing;2225,18;;;
18115;Colby K. Vance;42;19/3/1982;Adobe;Asset Management;8422,92;;;
77464;Travis D. Benson;53;21/4/1971;Lycos;Advertising;2193,16;;;
84848;Fuller Z. Castillo;44;26/10/1980;Altavista;Sales and Marketing;8476,51;;;
14157;Ahmed W. Rose;63;8/11/1961;Lycos;Customer Service;5172,71;;;
84161;Amena Y. Terrell;37;28/12/1987;Lavasoft;Legal Department;5258,6;;;
43360;Ori K. Mendoza;63;2/6/1961;Macromedia;Research and Development;2776,13;;;
